horizon,suburb,number_of_bedrooms,listing_type,N_total,N_com_proxy,ADR_median,ADR_mean,ADR_p25,ADR_p75,unavailability_median,unavailability_mean,unavailability_p25,unavailability_p75,static_rev_median,static_rev_mean,static_rev_p25,static_rev_p75,faixa_amostral
60,Centro,1,outros,3,3,187.5,216.27777666666665,174.416665,243.75,0.36666666666666664,0.37222222222222223,0.3416666666666667,0.4,4875.0,4846.777756666666,3970.1666349999996,5737.5,critico_<5
60,Centro,2,apartamento,59,58,644.0,669.7787356896552,449.25,787.75,0.4666666666666667,0.46695402298850575,0.25416666666666665,0.6791666666666667,15079.0,16992.678163448276,10036.5,20060.25,grande_50+
60,Centro,2,casa,1,1,135.0,135.0,135.0,135.0,0.8833333333333333,0.8833333333333333,0.8833333333333333,0.8833333333333333,7155.0,7155.0,7155.0,7155.0,critico_<5
60,Centro,3,apartamento,38,36,775.0,798.4543638888889,638.0,948.75,0.5,0.5472222222222222,0.38333333333333336,0.7416666666666667,24147.5,25527.706319444445,17911.606874999998,34815.0,medio_20-49
60,Centro,4,apartamento,1,1,858.0,858.0,858.0,858.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,44616.0,44616.0,44616.0,44616.0,critico_<5
60,Centro,4,casa,2,2,1800.0,1800.0,1650.0,1950.0,0.4666666666666667,0.4666666666666667,0.30833333333333335,0.625,44700.0,44700.0,31800.0,57600.0,critico_<5
60,Ilhota,1,apartamento,2,2,332.5,332.5,323.75,341.25,0.125,0.125,0.09583333333333333,0.15416666666666665,2432.5,2432.5,1916.25,2948.75,critico_<5
60,Ilhota,2,apartamento,1,1,585.0,585.0,585.0,585.0,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,12870.0,12870.0,12870.0,12870.0,critico_<5
60,Ilhota,2,casa,1,1,210.0,210.0,210.0,210.0,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.8166666666666667,10290.0,10290.0,10290.0,10290.0,critico_<5
60,Ilhota,3,casa,2,2,597.5,597.5,546.25,648.75,0.19166666666666665,0.19166666666666665,0.17916666666666667,0.20416666666666666,6717.5,6717.5,6576.25,6858.75,critico_<5
60,Ilhota,4,casa,1,1,946.0,946.0,946.0,946.0,0.2,0.2,0.2,0.2,11352.0,11352.0,11352.0,11352.0,critico_<5
60,Meia Praia,0,apartamento,7,7,530.0,488.58333285714286,441.04166499999997,545.0,0.4166666666666667,0.3928571428571429,0.24166666666666667,0.525,11250.0,11276.619034285715,5029.0,15674.16662,pequeno_5-19
60,Meia Praia,1,apartamento,16,16,510.0,499.77083312499997,400.4583325,546.25,0.5166666666666667,0.5260416666666666,0.35,0.7041666666666666,12787.5,15788.937491249999,11346.25,19150.5,pequeno_5-19
60,Meia Praia,1,casa,1,1,195.0,195.0,195.0,195.0,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,4485.0,4485.0,4485.0,4485.0,critico_<5
60,Meia Praia,1,outros,3,3,170.0,190.0,160.0,210.0,0.15,0.3055555555555555,0.08333333333333333,0.45,1530.0,2843.3333333333335,890.0,4140.0,critico_<5
60,Meia Praia,2,apartamento,126,120,537.5,536.8527283333334,449.375,619.875,0.55,0.5527777777777777,0.38333333333333336,0.7541666666666667,15912.125,17281.202083333334,12010.875,21402.0,grande_50+
60,Meia Praia,2,outros,1,1,90.0,90.0,90.0,90.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,2880.0,2880.0,2880.0,2880.0,critico_<5
60,Meia Praia,3,apartamento,284,277,736.0,779.0376694223827,600.0,900.0,0.5166666666666667,0.5065583634175692,0.31666666666666665,0.7166666666666667,20520.0,22719.914980361013,14400.0,28700.0,grande_50+
60,Meia Praia,4,apartamento,43,42,1149.5,1265.029761904762,899.0,1562.0,0.5583333333333333,0.4960317460317461,0.22083333333333333,0.7166666666666667,29570.0,32687.505952380954,19350.5,43980.0,medio_20-49
60,Meia Praia,4,casa,1,1,500.0,500.0,500.0,500.0,0.48333333333333334,0.48333333333333334,0.48333333333333334,0.48333333333333334,14500.0,14500.0,14500.0,14500.0,critico_<5
60,Meia Praia,5,apartamento,1,1,1150.0,1150.0,1150.0,1150.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,64400.0,64400.0,64400.0,64400.0,critico_<5
60,Morretes,1,apartamento,3,3,400.0,450.0,375.0,500.0,0.8,0.7277777777777779,0.675,0.8166666666666667,19800.0,18866.666666666668,18300.0,19900.0,critico_<5
60,Morretes,2,apartamento,43,42,499.0,501.37380952380954,382.75,581.5,0.4166666666666667,0.44999999999999996,0.23333333333333334,0.6166666666666667,11350.0,12811.595238095239,7312.5,15094.875,medio_20-49
60,Morretes,2,casa,8,8,354.0,401.4375,322.25,394.0,0.575,0.5520833333333334,0.2833333333333333,0.7374999999999999,12919.5,15163.25,4968.75,16030.5,pequeno_5-19
60,Morretes,3,apartamento,9,9,651.0,748.0833333333334,550.0,980.0,0.6,0.5796296296296295,0.4,0.75,20000.0,24732.805555555555,18731.75,28320.0,pequeno_5-19
60,Morretes,4,apartamento,1,1,1490.0,1490.0,1490.0,1490.0,0.8166666666666667,0.8166666666666667,0.8166666666666667,0.8166666666666667,73010.0,73010.0,73010.0,73010.0,critico_<5
60,Morretes,4,casa,2,1,1000.0,1000.0,1000.0,1000.0,0.5,0.5,0.5,0.5,30000.0,30000.0,30000.0,30000.0,critico_<5
60,Sertao do Trombudo,1,casa,2,2,380.0,380.0,375.0,385.0,0.175,0.175,0.12916666666666665,0.22083333333333333,3935.0,3935.0,2942.5,4927.5,critico_<5
60,Sertao do Trombudo,4,casa,1,1,1300.0,1300.0,1300.0,1300.0,0.75,0.75,0.75,0.75,58500.0,58500.0,58500.0,58500.0,critico_<5
60,Sertaozinho,2,casa,1,1,450.0,450.0,450.0,450.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,2250.0,2250.0,2250.0,2250.0,critico_<5
60,Sertaozinho,6,casa,2,2,2537.5,2537.5,2056.25,3018.75,0.16666666666666669,0.16666666666666669,0.14166666666666666,0.19166666666666668,22487.5,22487.5,21481.25,23493.75,critico_<5
60,Tabuleiro dos Oliveiras,2,apartamento,12,12,399.5,468.9583333333333,395.25,543.125,0.5333333333333333,0.48611111111111116,0.2833333333333333,0.6916666666666667,12271.25,11992.708333333334,7525.75,16537.0,pequeno_5-19
60,Tabuleiro dos Oliveiras,3,apartamento,3,3,703.0,694.6666666666666,657.0,736.5,0.21666666666666667,0.2111111111111111,0.15833333333333333,0.26666666666666666,7943.0,8640.0,6281.5,10650.0,critico_<5
60,Tabuleiro dos Oliveiras,4,casa,1,1,1710.0,1710.0,1710.0,1710.0,0.4,0.4,0.4,0.4,41040.0,41040.0,41040.0,41040.0,critico_<5
60,Varzea,1,casa,1,1,450.0,450.0,450.0,450.0,0.85,0.85,0.85,0.85,22950.0,22950.0,22950.0,22950.0,critico_<5
60,Varzea,3,casa,1,1,700.0,700.0,700.0,700.0,0.7,0.7,0.7,0.7,29400.0,29400.0,29400.0,29400.0,critico_<5
60,Varzea,5,casa,1,1,1500.0,1500.0,1500.0,1500.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,1500.0,1500.0,1500.0,1500.0,critico_<5
91,Alto Sao Bento,1,apartamento,1,1,280.0,280.0,280.0,280.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,7840.0,7840.0,7840.0,7840.0,critico_<5
91,Alto Sao Bento,2,apartamento,1,1,199.0,199.0,199.0,199.0,0.4725274725274725,0.4725274725274725,0.4725274725274725,0.4725274725274725,8557.0,8557.0,8557.0,8557.0,critico_<5
91,Alto Sao Bento,12,casa,1,1,2500.0,2500.0,2500.0,2500.0,0.31868131868131866,0.31868131868131866,0.31868131868131866,0.31868131868131866,72500.0,72500.0,72500.0,72500.0,critico_<5
91,Areal,1,casa,1,1,556.0,556.0,556.0,556.0,0.5934065934065934,0.5934065934065934,0.5934065934065934,0.5934065934065934,30024.0,30024.0,30024.0,30024.0,critico_<5
91,Canto da Praia,2,apartamento,4,4,509.0,520.0,494.75,534.25,0.31868131868131866,0.45329670329670324,0.2857142857142857,0.48626373626373626,15243.0,21113.5,14735.5,21621.0,critico_<5
91,Canto da Praia,3,apartamento,1,1,307.625,307.625,307.625,307.625,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,19380.375,19380.375,19380.375,19380.375,critico_<5
91,Casa Branca,1,casa,1,1,300.0,300.0,300.0,300.0,0.3626373626373626,0.3626373626373626,0.3626373626373626,0.3626373626373626,9900.0,9900.0,9900.0,9900.0,critico_<5
91,Casa Branca,2,apartamento,4,4,260.0,271.0,233.75,297.25,0.4010989010989011,0.34615384615384615,0.31043956043956045,0.4368131868131868,8322.5,8647.5,6203.75,10766.25,critico_<5
91,Casa Branca,3,apartamento,2,2,403.0,403.0,354.5,451.5,0.3791208791208791,0.3791208791208791,0.32142857142857145,0.4368131868131868,14922.0,14922.0,11133.0,18711.0,critico_<5
91,Centro,1,apartamento,75,75,450.0,448.1585076666666,378.25,497.0,0.26373626373626374,0.29758241758241755,0.1923076923076923,0.34615384615384615,10416.0,11400.615519,7592.5,13188.0,grande_50+
91,Centro,1,casa,1,1,283.0,283.0,283.0,283.0,0.8791208791208791,0.8791208791208791,0.8791208791208791,0.8791208791208791,22640.0,22640.0,22640.0,22640.0,critico_<5
91,Centro,1,outros,3,3,179.0,209.66666666666666,164.5,239.5,0.3516483516483517,0.380952380952381,0.2802197802197802,0.46703296703296704,4800.0,8033.666666666667,4100.5,10350.0,critico_<5
91,Centro,2,apartamento,59,59,600.0,612.2980220338983,399.0,682.0,0.32967032967032966,0.35425591357794745,0.18681318681318682,0.5,15000.0,18036.87426779661,9975.0,20016.0,grande_50+
91,Centro,2,casa,1,1,250.0,250.0,250.0,250.0,0.5824175824175825,0.5824175824175825,0.5824175824175825,0.5824175824175825,13250.0,13250.0,13250.0,13250.0,critico_<5
91,Centro,3,apartamento,38,38,664.0,687.5169184210527,500.0,832.75,0.36813186813186816,0.43406593406593413,0.28296703296703296,0.6401098901098901,24369.0,27608.116552631578,12959.4375,38384.625,medio_20-49
91,Centro,4,apartamento,1,1,450.0,450.0,450.0,450.0,0.7912087912087912,0.7912087912087912,0.7912087912087912,0.7912087912087912,32400.0,32400.0,32400.0,32400.0,critico_<5
91,Centro,4,casa,2,2,1400.0,1400.0,1200.0,1600.0,0.3516483516483516,0.3516483516483516,0.24175824175824176,0.4615384615384615,36800.0,36800.0,29200.0,44400.0,critico_<5
91,Ilhota,1,apartamento,2,2,345.5,345.5,343.25,347.75,0.08241758241758242,0.08241758241758242,0.06318681318681318,0.10164835164835165,2575.5,2575.5,1987.75,3163.25,critico_<5
91,Ilhota,2,apartamento,1,1,585.0,585.0,585.0,585.0,0.24175824175824176,0.24175824175824176,0.24175824175824176,0.24175824175824176,12870.0,12870.0,12870.0,12870.0,critico_<5
91,Ilhota,2,casa,1,1,210.0,210.0,210.0,210.0,0.6813186813186813,0.6813186813186813,0.6813186813186813,0.6813186813186813,13020.0,13020.0,13020.0,13020.0,critico_<5
91,Ilhota,3,casa,2,2,595.0,595.0,542.5,647.5,0.14835164835164835,0.14835164835164835,0.1291208791208791,0.1675824175824176,7665.0,7665.0,7332.5,7997.5,critico_<5
91,Ilhota,4,casa,1,1,946.0,946.0,946.0,946.0,0.4725274725274725,0.4725274725274725,0.4725274725274725,0.4725274725274725,40678.0,40678.0,40678.0,40678.0,critico_<5
91,Meia Praia,0,apartamento,7,7,380.0,412.6857142857143,315.4,515.0,0.3076923076923077,0.3186813186813187,0.2087912087912088,0.4505494505494505,9262.4,10664.342857142856,6749.0,12550.0,pequeno_5-19
91,Meia Praia,1,apartamento,16,16,440.0,451.78125,382.875,510.75,0.36813186813186816,0.39148351648351654,0.23076923076923078,0.5219780219780219,14838.75,15383.21875,10699.5,19060.0,pequeno_5-19
91,Meia Praia,1,casa,1,1,195.0,195.0,195.0,195.0,0.25274725274725274,0.25274725274725274,0.25274725274725274,0.25274725274725274,4485.0,4485.0,4485.0,4485.0,critico_<5
91,Meia Praia,1,outros,3,3,170.0,190.0,160.0,210.0,0.0989010989010989,0.21978021978021978,0.06043956043956044,0.31868131868131866,1530.0,3126.6666666666665,1015.0,4440.0,critico_<5
91,Meia Praia,2,apartamento,126,126,448.0,451.4645692857143,350.0,550.0,0.42857142857142855,0.4542996685853828,0.2857142857142857,0.6263736263736264,15925.0,17824.87650674603,10573.958295,22475.0,grande_50+
91,Meia Praia,2,outros,1,1,100.0,100.0,100.0,100.0,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,3200.0,3200.0,3200.0,3200.0,critico_<5
91,Meia Praia,3,apartamento,284,284,650.0,684.8007122359155,500.0,816.499975,0.4065934065934066,0.4329825104472992,0.25274725274725274,0.6071428571428571,20000.0,26064.976816602113,14365.75,32303.125,grande_50+
91,Meia Praia,4,apartamento,43,43,899.0,1130.0348825581395,735.0,1537.0,0.4725274725274725,0.42576028622540246,0.2142857142857143,0.6208791208791209,31941.0,36821.391456976744,22599.5,49453.0,medio_20-49
91,Meia Praia,4,casa,1,1,500.0,500.0,500.0,500.0,0.3516483516483517,0.3516483516483517,0.3516483516483517,0.3516483516483517,16000.0,16000.0,16000.0,16000.0,critico_<5
91,Meia Praia,5,apartamento,1,1,900.0,900.0,900.0,900.0,0.8241758241758241,0.8241758241758241,0.8241758241758241,0.8241758241758241,67500.0,67500.0,67500.0,67500.0,critico_<5
91,Morretes,1,apartamento,3,3,400.0,410.0,375.0,440.0,0.8681318681318682,0.717948717948718,0.6318681318681318,0.8791208791208791,27650.0,25776.666666666668,22465.0,30025.0,critico_<5
91,Morretes,2,apartamento,43,43,453.5,686.4282939534884,351.5,553.75,0.31868131868131866,0.3685152057245081,0.19780219780219782,0.5054945054945055,12650.0,33200.5290627907,7978.75,18355.0,medio_20-49
91,Morretes,2,casa,8,8,323.5,386.90625,298.8125,380.75,0.4560439560439561,0.41620879120879123,0.2857142857142857,0.5659340659340659,14407.5,16193.4375,9397.125,16527.75,pequeno_5-19
91,Morretes,3,apartamento,9,9,650.0,725.0740722222222,550.0,1010.5,0.3956043956043956,0.4713064713064713,0.27472527472527475,0.6703296703296703,20000.0,30309.90735,19287.16615,27250.0,pequeno_5-19
91,Morretes,4,apartamento,1,1,590.0,590.0,590.0,590.0,0.5494505494505495,0.5494505494505495,0.5494505494505495,0.5494505494505495,29500.0,29500.0,29500.0,29500.0,critico_<5
91,Morretes,4,casa,2,2,1100.0,1100.0,1050.0,1150.0,0.6483516483516484,0.6483516483516484,0.5164835164835164,0.7802197802197802,67300.0,67300.0,51150.0,83450.0,critico_<5
91,Sertao do Trombudo,1,casa,2,2,380.0,380.0,375.0,385.0,0.12637362637362637,0.12637362637362637,0.10164835164835165,0.15109890109890112,4325.0,4325.0,3527.5,5122.5,critico_<5
91,Sertao do Trombudo,4,casa,1,1,1000.0,1000.0,1000.0,1000.0,0.5934065934065934,0.5934065934065934,0.5934065934065934,0.5934065934065934,54000.0,54000.0,54000.0,54000.0,critico_<5
91,Sertaozinho,2,casa,1,1,500.0,500.0,500.0,500.0,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.054945054945054944,2500.0,2500.0,2500.0,2500.0,critico_<5
91,Sertaozinho,6,casa,2,2,2581.25,2581.25,2121.875,3040.625,0.11538461538461539,0.11538461538461539,0.09615384615384616,0.13461538461538464,23887.5,23887.5,23581.25,24193.75,critico_<5
91,Tabuleiro dos Oliveiras,2,apartamento,12,12,399.5,455.375,380.0,553.25,0.4065934065934066,0.42216117216117216,0.239010989010989,0.6043956043956044,13612.5,15469.833333333334,7177.75,22862.5,pequeno_5-19
91,Tabuleiro dos Oliveiras,3,apartamento,3,3,640.0,613.3333333333334,585.0,655.0,0.14285714285714285,0.13919413919413917,0.10439560439560439,0.1758241758241758,6890.0,7690.0,5455.0,9525.0,critico_<5
91,Tabuleiro dos Oliveiras,4,casa,1,1,1700.0,1700.0,1700.0,1700.0,0.31868131868131866,0.31868131868131866,0.31868131868131866,0.31868131868131866,49300.0,49300.0,49300.0,49300.0,critico_<5
91,Varzea,1,casa,1,1,450.0,450.0,450.0,450.0,0.9010989010989011,0.9010989010989011,0.9010989010989011,0.9010989010989011,36900.0,36900.0,36900.0,36900.0,critico_<5
91,Varzea,3,casa,1,1,700.0,700.0,700.0,700.0,0.8021978021978022,0.8021978021978022,0.8021978021978022,0.8021978021978022,51100.0,51100.0,51100.0,51100.0,critico_<5
91,Varzea,5,casa,1,1,1500.0,1500.0,1500.0,1500.0,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.02197802197802198,3000.0,3000.0,3000.0,3000.0,critico_<5
